total_spend,spend_shopping,spend_travel,spend_fuel,spend_dining,spend_groceries,best_card_logic,most_used_card_sim
26215.94,3138.45,11336.65,905.13,8934.41,1901.29,Cashback Credit Card,Cashback Credit Card
36638.46,10168.26,9703.67,11008.33,2941.14,2817.07,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
57695.63,931.99,9891.95,10695.08,18061.53,18115.08,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
47687.34,4377.91,11790.29,13673.59,9072.32,8773.23,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
10826.44,1774.12,1547.6,2272.13,3899.49,1333.1,Cashback Credit Card,BPCL Octane Credit Card
57646.04,6401.1,14522.64,2604.08,14698.19,19420.02,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
19834.84,984.67,4880.37,1140.46,3240.12,9589.21,Tata Neu Infinity Credit Card,Cashback Credit Card
52661.44,7156.95,13891.42,10419.09,6759.69,14434.29,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
33148.42,9368.47,792.55,5606.67,10386.62,6994.12,Tata Neu Infinity Credit Card,Cashback Credit Card
34757.12,6228.93,5514.51,7740.33,4749.35,10524.0,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
37103.44,12095.92,1026.37,4925.14,6039.62,13016.38,Tata Neu Infinity Credit Card,Cashback Credit Card
19973.09,2940.47,6384.18,5158.01,167.13,5323.3,Tata Neu Infinity Credit Card,Cashback Credit Card
14451.16,978.73,4537.24,2026.05,3788.79,3120.35,Tata Neu Infinity Credit Card,Diners Club Black
22100.4,6797.18,3454.57,2908.67,6375.96,2564.02,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
39408.15,3489.32,23071.49,7922.26,351.83,4573.24,Diners Club Black,BPCL Octane Credit Card
47113.03,3680.53,15895.51,4268.5,8021.68,15246.82,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
43243.26,8912.73,11656.54,6442.36,10006.49,6225.15,Tata Neu Infinity Credit Card,Millennia Credit Card
46046.84,11018.75,8858.5,8248.2,8416.49,9504.9,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
39182.87,8353.77,9774.37,10243.38,9919.64,891.72,Cashback Credit Card,BPCL Octane Credit Card
11692.25,2676.75,2577.08,4379.2,994.9,1064.33,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
34807.7,8609.47,7292.45,9660.17,7950.63,1294.97,Tata Neu Infinity Credit Card,Cashback Credit Card
47692.83,3940.13,13978.87,8698.07,15578.02,5497.73,Cashback Credit Card,Cashback Credit Card
42157.15,8023.31,11001.27,8955.33,4053.22,10124.02,Tata Neu Infinity Credit Card,Cashback Credit Card
43823.29,14358.27,4844.22,7308.3,125.29,17187.21,Tata Neu Infinity Credit Card,Millennia Credit Card
54007.33,11050.04,682.92,8341.59,11744.95,22187.83,Tata Neu Infinity Credit Card,Cashback Credit Card
41055.52,2670.19,1767.01,6853.59,8258.07,21506.66,Tata Neu Infinity Credit Card,Cashback Credit Card
22219.44,8210.14,2320.41,3906.84,5177.61,2604.43,Tata Neu Infinity Credit Card,Cashback Credit Card
59127.47,10499.95,15952.15,20267.41,10315.92,2092.05,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
58753.43,2966.14,1735.22,7194.93,26447.65,20409.49,Cashback Credit Card,BPCL Octane Credit Card
10252.73,1097.68,2131.0,1817.88,950.6,4255.57,Tata Neu Infinity Credit Card,Cashback Credit Card
14925.51,2788.48,3878.07,2498.5,3572.73,2187.72,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
59333.01,1127.82,12926.13,17912.38,8761.02,18605.67,Tata Neu Infinity Credit Card,Diners Club Black
43010.33,10846.16,10695.05,5432.72,11531.68,4504.72,Tata Neu Infinity Credit Card,Millennia Credit Card
40835.46,10309.9,1925.17,5282.38,13010.11,10307.9,Tata Neu Infinity Credit Card,Cashback Credit Card
8621.36,1994.12,1139.29,1446.7,2007.47,2033.77,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
11234.63,2996.26,2168.62,1674.29,1668.89,2726.57,Tata Neu Infinity Credit Card,Cashback Credit Card
29248.55,8191.64,487.15,7057.68,11246.81,2265.27,Cashback Credit Card,BPCL Octane Credit Card
41965.4,8295.88,4350.82,5835.6,13231.8,10251.3,Tata Neu Infinity Credit Card,Millennia Credit Card
38204.22,3645.18,9907.72,13629.77,8664.13,2357.43,BPCL Octane Credit Card,Diners Club Black
11529.5,1267.81,3071.11,2326.96,1482.69,3380.93,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
13216.57,3882.93,884.81,3269.13,3516.35,1663.35,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
43022.8,4347.03,15620.37,3292.69,8867.43,10895.27,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
57852.31,9819.86,11289.6,5166.32,17204.2,14372.33,Tata Neu Infinity Credit Card,Diners Club Black
34599.19,8251.13,8899.53,3954.55,7572.45,5921.53,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
57096.26,10611.76,21280.73,2314.33,19665.19,3224.25,Cashback Credit Card,Millennia Credit Card
55573.62,2339.17,10900.58,15763.8,16803.79,9766.27,Cashback Credit Card,Tata Neu Infinity Credit Card
32468.63,2448.87,8499.31,8264.5,12073.05,1182.9,Cashback Credit Card,Cashback Credit Card
56374.3,19108.9,16728.83,2225.92,9378.43,8932.21,Tata Neu Infinity Credit Card,Cashback Credit Card
21808.91,4724.91,697.31,421.45,9370.46,6594.78,Tata Neu Infinity Credit Card,Cashback Credit Card
21710.6,2130.43,4728.57,2265.73,6172.57,6413.3,Tata Neu Infinity Credit Card,Millennia Credit Card
13951.49,3047.76,225.05,3623.45,3514.8,3540.43,Tata Neu Infinity Credit Card,Millennia Credit Card
30965.7,11576.98,2874.96,8215.44,1012.56,7285.77,Tata Neu Infinity Credit Card,Millennia Credit Card
58473.53,16660.78,3833.52,17819.26,7253.94,12906.03,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
13235.1,2527.13,1132.64,1214.88,4842.82,3517.63,Tata Neu Infinity Credit Card,Millennia Credit Card
55727.22,5756.33,15966.74,19668.96,1019.7,13315.49,Tata Neu Infinity Credit Card,Diners Club Black
26277.69,3743.88,2320.27,150.76,15911.7,4151.08,Cashback Credit Card,Tata Neu Infinity Credit Card
20591.84,6956.21,6718.49,1143.05,5222.76,551.34,Tata Neu Infinity Credit Card,Cashback Credit Card
25738.61,7333.75,11390.76,996.41,5455.2,562.49,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
10232.03,2112.41,886.89,2495.97,623.17,4113.6,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
13364.75,1979.59,2834.61,4887.85,2296.67,1366.03,Tata Neu Infinity Credit Card,Diners Club Black
50118.52,9239.34,8706.76,15434.62,3920.12,12817.68,Tata Neu Infinity Credit Card,Cashback Credit Card
43261.57,19998.36,6027.44,7872.35,6825.02,2538.4,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
41220.14,1554.46,12385.35,11857.84,2975.12,12447.38,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
43511.84,10926.21,11629.03,6526.92,3498.4,10931.28,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
45053.33,3398.73,2581.44,12449.82,22012.27,4611.07,Cashback Credit Card,Tata Neu Infinity Credit Card
16142.26,2387.79,3802.79,4382.26,1285.7,4283.73,Tata Neu Infinity Credit Card,Cashback Credit Card
20594.84,7064.53,2460.87,2860.88,3094.36,5114.21,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
19708.6,2897.88,1351.02,2827.19,7692.23,4940.29,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
37619.7,3752.51,4532.26,13996.14,5944.42,9394.38,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
29129.48,2695.65,6692.56,8665.11,1873.83,9202.33,Tata Neu Infinity Credit Card,Diners Club Black
15352.5,2522.25,1232.35,1170.4,4054.45,6373.05,Tata Neu Infinity Credit Card,Cashback Credit Card
24408.37,8208.05,8149.97,5266.95,2465.48,317.91,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
37954.14,9880.69,11981.82,820.17,11888.94,3382.52,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
12397.0,2464.79,2384.18,3201.03,2076.72,2270.28,Tata Neu Infinity Credit Card,Millennia Credit Card
10841.17,1920.23,3095.59,648.84,2985.66,2190.85,Tata Neu Infinity Credit Card,Millennia Credit Card
50554.49,7864.28,27664.26,1406.08,5654.02,7965.85,Tata Neu Infinity Credit Card,Diners Club Black
54487.15,13580.03,12156.33,2019.98,10907.97,15822.83,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
15960.07,3503.03,2131.59,2475.42,3976.08,3873.94,Tata Neu Infinity Credit Card,Diners Club Black
21226.24,3679.43,6646.47,6440.94,2574.54,1884.86,Tata Neu Infinity Credit Card,Millennia Credit Card
43346.11,9915.85,7756.0,8447.24,6799.59,10427.42,Tata Neu Infinity Credit Card,Cashback Credit Card
13313.35,2583.44,2049.78,5395.55,3208.54,76.04,BPCL Octane Credit Card,Tata Neu Infinity Credit Card
51887.33,14246.36,10744.86,9124.26,6359.68,11412.16,Tata Neu Infinity Credit Card,Millennia Credit Card
41183.24,4331.45,3959.31,13106.8,12496.72,7288.95,Cashback Credit Card,Diners Club Black
16047.63,3450.01,4758.32,4526.71,1247.69,2064.9,Tata Neu Infinity Credit Card,Cashback Credit Card
56405.4,7859.63,20151.9,15101.28,12289.71,1002.88,Cashback Credit Card,Cashback Credit Card
13532.23,4394.86,3978.5,2054.4,2216.71,887.76,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
39498.68,6059.51,12912.23,5626.7,13295.36,1604.88,Cashback Credit Card,Diners Club Black
10862.78,173.56,723.03,4683.66,1451.84,3830.7,BPCL Octane Credit Card,BPCL Octane Credit Card
47981.73,13342.58,9632.74,13299.64,11664.54,42.23,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
27619.14,7511.78,3732.0,4819.66,4060.48,7495.22,Tata Neu Infinity Credit Card,Cashback Credit Card
26697.69,8395.71,5563.55,3574.5,2940.16,6223.76,Tata Neu Infinity Credit Card,Diners Club Black
28961.29,5775.83,2959.84,10570.49,6509.85,3145.29,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
17003.71,417.41,1480.45,5672.28,4845.76,4587.81,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
18903.28,1764.21,3374.34,3195.34,6214.23,4355.16,Cashback Credit Card,Cashback Credit Card
13139.99,3799.57,19.71,2034.93,3229.12,4056.67,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
39948.87,2980.67,14226.17,8700.4,7597.37,6444.26,Tata Neu Infinity Credit Card,Cashback Credit Card
24371.99,218.1,9061.35,753.27,10702.83,3636.43,Cashback Credit Card,Cashback Credit Card
14658.98,4495.7,1109.35,3282.44,564.75,5206.73,Tata Neu Infinity Credit Card,Millennia Credit Card
47456.29,13202.72,14857.28,51.97,4276.72,15067.61,Tata Neu Infinity Credit Card,Ace Credit Card
19603.08,5993.18,3505.73,1379.98,5057.07,3667.11,Tata Neu Infinity Credit Card,Diners Club Black
44533.54,2547.92,5175.7,8046.77,20346.09,8417.06,Cashback Credit Card,Tata Neu Infinity Credit Card
17709.49,2325.5,4583.89,4989.41,3599.34,2211.34,Tata Neu Infinity Credit Card,Cashback Credit Card
55769.29,11396.47,8366.88,19103.86,15604.2,1297.89,Cashback Credit Card,Tata Neu Infinity Credit Card
56005.4,4594.69,17237.27,8603.68,657.96,24911.8,Tata Neu Infinity Credit Card,Cashback Credit Card
56295.26,1200.1,21413.02,19688.15,10691.51,3302.49,BPCL Octane Credit Card,Diners Club Black
40423.21,5125.33,8850.35,4335.7,12601.78,9510.04,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
43380.45,9029.13,14258.96,6977.62,7902.61,5212.14,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
42560.75,8705.05,8534.75,5862.12,11772.39,7686.44,Tata Neu Infinity Credit Card,Cashback Credit Card
9008.87,2239.85,119.05,2283.86,2316.96,2049.14,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
24204.33,4470.64,7089.23,543.33,6575.83,5525.3,Tata Neu Infinity Credit Card,Cashback Credit Card
37644.7,12649.56,14028.49,2025.66,1616.13,7324.85,Tata Neu Infinity Credit Card,Millennia Credit Card
58776.78,7961.84,1305.12,17574.61,16058.58,15876.62,Tata Neu Infinity Credit Card,Millennia Credit Card
51182.83,9756.06,4975.26,10657.2,10269.16,15525.14,Tata Neu Infinity Credit Card,Diners Club Black
33399.11,16878.87,3945.38,6382.05,1394.27,4798.54,Tata Neu Infinity Credit Card,Cashback Credit Card
25599.58,3871.06,8262.57,52.04,3970.33,9443.59,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
53775.16,25823.5,11022.08,5262.61,2687.74,8979.23,Tata Neu Infinity Credit Card,Millennia Credit Card
12157.79,4604.8,1080.94,941.95,3585.27,1944.83,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
23470.02,3035.98,4579.68,7794.24,484.36,7575.76,Tata Neu Infinity Credit Card,Cashback Credit Card
40770.24,818.25,18542.99,7284.24,1048.62,13076.13,Tata Neu Infinity Credit Card,Millennia Credit Card
38210.88,7910.06,8650.69,7238.95,8782.01,5629.18,Tata Neu Infinity Credit Card,Diners Club Black
41435.97,7046.2,10881.16,8127.69,5537.33,9843.59,Tata Neu Infinity Credit Card,Millennia Credit Card
39636.92,7241.55,9817.08,9569.53,2590.26,10418.5,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
26879.37,13387.77,1393.31,2523.67,8200.77,1373.85,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
58965.28,15011.04,11819.31,10391.37,13307.73,8435.82,Tata Neu Infinity Credit Card,Millennia Credit Card
21119.95,2902.31,4565.85,4849.07,4182.24,4620.48,Tata Neu Infinity Credit Card,Cashback Credit Card
42921.18,3403.63,2240.09,9368.07,363.03,27546.36,Tata Neu Infinity Credit Card,Cashback Credit Card
28846.58,8640.01,4919.33,6060.65,4652.15,4574.43,Tata Neu Infinity Credit Card,Diners Club Black
46687.17,10207.45,615.43,12989.53,15926.65,6948.11,Tata Neu Infinity Credit Card,Millennia Credit Card
11177.76,2755.36,326.53,3505.8,3126.57,1463.51,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
14476.75,4617.29,3588.59,200.68,2622.4,3447.79,Tata Neu Infinity Credit Card,Millennia Credit Card
26086.89,8328.27,9644.0,1844.5,883.21,5386.91,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
17402.4,4252.75,9336.0,207.87,1486.57,2119.22,Tata Neu Infinity Credit Card,Diners Club Black
48282.92,12407.16,10623.47,12978.42,8414.9,3858.97,Tata Neu Infinity Credit Card,Diners Club Black
54480.58,22527.44,19689.82,837.14,2447.86,8978.32,Tata Neu Infinity Credit Card,Millennia Credit Card
49008.89,2243.88,21280.13,3484.43,17520.81,4479.64,Cashback Credit Card,Diners Club Black
13838.47,1996.99,5988.64,359.32,5201.14,292.38,Cashback Credit Card,Cashback Credit Card
54505.39,4660.81,11104.47,11601.37,16028.0,11110.73,Cashback Credit Card,Millennia Credit Card
19245.22,7125.45,1370.59,5776.0,1389.21,3583.97,Tata Neu Infinity Credit Card,Cashback Credit Card
20663.32,8599.53,3651.42,4327.35,3242.21,842.82,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
34316.81,12072.06,260.3,1796.31,11802.23,8385.91,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
41459.41,18804.94,6743.18,2905.18,12848.73,157.37,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
53701.21,9361.59,19597.58,14104.58,7215.42,3422.04,Tata Neu Infinity Credit Card,Diners Club Black
59067.76,23205.01,13956.07,15398.4,2257.01,4251.27,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
23118.19,3376.3,3909.16,806.1,5253.47,9773.16,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
8762.54,1876.66,839.12,1199.38,1024.58,3822.81,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
47076.76,9323.84,11896.26,14038.53,432.05,11386.08,Tata Neu Infinity Credit Card,Cashback Credit Card
35777.51,8639.34,10356.8,220.94,12940.83,3619.6,Cashback Credit Card,Diners Club Black
32358.81,10316.17,1272.04,72.08,6034.84,14663.69,Tata Neu Infinity Credit Card,Millennia Credit Card
18762.62,1993.48,5816.97,2656.24,3714.6,4581.33,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
8894.16,2896.36,1932.51,874.88,1212.73,1977.68,Tata Neu Infinity Credit Card,Millennia Credit Card
22291.72,6847.89,1399.86,2147.16,6465.7,5431.1,Tata Neu Infinity Credit Card,Cashback Credit Card
43012.72,16228.71,3439.59,1795.59,14250.22,7298.61,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
39752.68,19253.75,8309.04,318.7,7716.23,4154.97,Tata Neu Infinity Credit Card,Diners Club Black
17818.89,2939.33,4867.76,4306.29,889.12,4816.39,Tata Neu Infinity Credit Card,Millennia Credit Card
10382.14,1510.01,1796.3,2701.4,1184.16,3190.26,Tata Neu Infinity Credit Card,Millennia Credit Card
34142.19,3550.68,1122.54,15264.79,10199.51,4004.67,BPCL Octane Credit Card,Diners Club Black
37493.13,8064.75,11082.21,11616.96,2175.96,4553.24,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
36388.74,4520.19,21859.41,2537.31,6019.77,1452.06,Diners Club Black,Cashback Credit Card
31908.13,909.17,8343.19,8400.9,7973.28,6281.6,Cashback Credit Card,Tata Neu Infinity Credit Card
29180.66,6839.44,4719.41,7459.53,8254.4,1907.87,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
40479.76,6819.84,5542.29,10964.97,3783.94,13368.71,Tata Neu Infinity Credit Card,Millennia Credit Card
17289.69,2048.16,2404.0,3946.28,7128.98,1762.28,Cashback Credit Card,Tata Neu Infinity Credit Card
24329.55,2406.58,2448.84,4823.45,848.58,13802.11,Tata Neu Infinity Credit Card,Millennia Credit Card
57633.58,21874.43,14887.68,266.83,10179.67,10424.98,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
26041.77,7117.24,6400.48,5577.73,2854.32,4092.01,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
50437.32,19382.52,679.25,4913.47,6846.33,18615.75,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
20234.89,5947.23,5451.62,5694.82,779.97,2361.25,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
27956.45,6632.17,5240.84,2162.13,6828.73,7092.57,Tata Neu Infinity Credit Card,Diners Club Black
38363.34,8203.01,12430.53,8556.72,594.03,8579.04,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
57533.9,12100.1,15031.79,10481.68,13996.57,5923.76,Tata Neu Infinity Credit Card,Diners Club Black
20844.99,2598.48,4685.41,3701.15,5104.31,4755.65,Tata Neu Infinity Credit Card,Millennia Credit Card
15747.18,1713.12,2616.34,4340.41,4572.94,2504.36,Cashback Credit Card,BPCL Octane Credit Card
48862.93,6026.93,17984.96,628.48,22769.6,1452.97,Cashback Credit Card,Diners Club Black
59656.37,10009.65,23505.73,16946.51,2268.44,6926.04,Tata Neu Infinity Credit Card,Millennia Credit Card
40810.69,14405.33,2385.06,10019.05,12425.76,1575.48,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
10628.35,3828.71,798.03,1144.37,3222.2,1635.04,Tata Neu Infinity Credit Card,Millennia Credit Card
40708.78,17303.27,8750.0,3374.67,1026.49,10254.35,Tata Neu Infinity Credit Card,Diners Club Black
59622.47,15003.05,14397.72,4248.46,7949.1,18024.14,Tata Neu Infinity Credit Card,Cashback Credit Card
24160.99,6864.92,4374.65,4994.85,4583.52,3343.04,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
28550.01,301.5,11478.91,13295.41,2296.01,1178.17,BPCL Octane Credit Card,BPCL Octane Credit Card
21831.11,2786.07,2296.67,5387.19,4172.85,7188.32,Tata Neu Infinity Credit Card,Cashback Credit Card
32148.51,10296.0,7863.18,3776.02,9694.58,518.73,Tata Neu Infinity Credit Card,Millennia Credit Card
57013.61,5939.37,34138.19,3654.42,7235.72,6045.92,Diners Club Black,BPCL Octane Credit Card
25278.4,3277.17,5355.7,2027.34,7243.73,7374.45,Tata Neu Infinity Credit Card,Diners Club Black
40090.91,10869.33,3424.58,8706.97,6655.66,10434.38,Tata Neu Infinity Credit Card,Millennia Credit Card
57935.95,6291.28,15622.42,12812.16,7261.09,15949.0,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
12430.88,3589.09,463.61,3035.32,2828.01,2514.85,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
27190.53,3455.6,8420.95,870.3,7958.62,6485.06,Tata Neu Infinity Credit Card,Cashback Credit Card
17484.16,686.05,2203.76,5235.5,1152.02,8206.84,Tata Neu Infinity Credit Card,Diners Club Black
25725.72,7408.14,2559.01,4154.68,5870.31,5733.58,Tata Neu Infinity Credit Card,Cashback Credit Card
32675.64,8064.71,4456.05,8472.02,515.1,11167.75,Tata Neu Infinity Credit Card,Diners Club Black
28615.19,8791.6,8027.68,117.01,9013.46,2665.43,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
43437.7,10318.3,9699.29,3835.59,11517.53,8066.99,Tata Neu Infinity Credit Card,Cashback Credit Card
30794.54,4224.47,2687.48,7886.23,9106.09,6890.28,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
59672.85,17868.38,14847.12,7960.52,15761.83,3235.0,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
50753.44,13019.7,4282.0,2991.33,13736.09,16724.32,Tata Neu Infinity Credit Card,Cashback Credit Card
43386.86,15982.43,7715.1,16433.85,1212.24,2043.25,Tata Neu Infinity Credit Card,Diners Club Black
17605.48,908.8,4763.22,2091.42,7691.04,2151.0,Cashback Credit Card,Cashback Credit Card
51760.83,19243.1,5331.7,5796.98,16962.86,4426.2,Tata Neu Infinity Credit Card,Cashback Credit Card
26390.38,13747.52,1265.24,8879.67,124.15,2373.8,Tata Neu Infinity Credit Card,Diners Club Black
17933.92,4758.49,3247.12,3254.29,5400.1,1273.91,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
23363.2,8071.17,4637.0,1875.89,4861.4,3917.75,Tata Neu Infinity Credit Card,Millennia Credit Card
13721.47,3866.93,3683.68,2528.32,546.59,3095.95,Tata Neu Infinity Credit Card,Millennia Credit Card
22029.78,8402.49,2662.4,2420.46,4222.09,4322.33,Tata Neu Infinity Credit Card,Cashback Credit Card
15266.82,2085.22,1890.83,4248.97,2552.2,4489.61,Tata Neu Infinity Credit Card,Cashback Credit Card
57841.13,16188.53,685.58,18408.58,16502.42,6056.02,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
13243.12,2756.61,2726.66,2496.51,3953.52,1309.82,Tata Neu Infinity Credit Card,Diners Club Black
32729.53,4597.47,376.07,10034.44,9655.64,8065.92,Tata Neu Infinity Credit Card,Cashback Credit Card
17612.66,2218.1,300.76,4229.01,715.01,10149.78,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
37546.39,16526.41,8620.77,1063.91,7778.33,3556.97,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
17040.25,336.38,4514.83,2329.75,4449.32,5409.97,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
34198.76,9860.26,8679.75,1975.59,6405.99,7277.17,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
13230.18,3100.57,1838.72,1298.65,2984.77,4007.46,Tata Neu Infinity Credit Card,Cashback Credit Card
50858.29,7144.34,929.7,14769.86,14014.94,13999.45,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
35984.88,9664.02,5268.84,6011.06,7495.64,7545.32,Tata Neu Infinity Credit Card,Cashback Credit Card
27890.74,2970.01,1046.57,10823.69,10523.45,2527.02,Cashback Credit Card,Cashback Credit Card
38619.46,9235.92,11182.02,6973.33,1913.49,9314.7,Tata Neu Infinity Credit Card,Millennia Credit Card
18655.41,167.31,4644.06,4410.63,5918.95,3514.45,Cashback Credit Card,BPCL Octane Credit Card
36593.11,11200.44,6882.28,9869.6,2370.79,6270.0,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
19298.23,4588.81,2688.03,6020.03,1685.33,4316.02,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
49679.86,8037.13,15930.83,10919.09,3379.28,11413.52,Tata Neu Infinity Credit Card,Diners Club Black
30457.48,1529.51,11317.19,3613.94,3874.38,10122.46,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
27945.16,5902.82,5014.97,5696.12,7707.98,3623.27,Tata Neu Infinity Credit Card,Cashback Credit Card
18482.2,5047.89,2417.81,20.64,6993.68,4002.18,Tata Neu Infinity Credit Card,Diners Club Black
46258.03,11246.31,817.81,16431.55,11278.84,6483.52,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
9361.99,1808.84,2812.39,572.31,1806.66,2361.79,Tata Neu Infinity Credit Card,Millennia Credit Card
36580.91,5604.67,11732.94,6891.98,2762.54,9588.78,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
30140.45,3982.44,6249.26,10966.04,4235.46,4707.25,Tata Neu Infinity Credit Card,Cashback Credit Card
54518.85,13541.89,10527.27,10557.29,8837.75,11054.65,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
22488.53,5399.24,5075.45,3430.74,4081.4,4501.71,Tata Neu Infinity Credit Card,Millennia Credit Card
24986.99,7044.24,4886.37,7021.27,1800.52,4234.59,Tata Neu Infinity Credit Card,Cashback Credit Card
47278.33,10151.33,7894.26,7830.11,5648.94,15753.68,Tata Neu Infinity Credit Card,Millennia Credit Card
28695.04,6159.24,8103.1,6.24,8080.65,6345.82,Tata Neu Infinity Credit Card,Cashback Credit Card
53573.73,16929.22,2910.93,17286.33,531.25,15916.01,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
15480.3,118.5,4052.23,3368.91,3576.88,4363.79,Tata Neu Infinity Credit Card,Millennia Credit Card
23193.91,3949.63,3201.41,5092.8,3271.94,7678.14,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
51689.67,18671.98,2041.91,16887.01,5272.78,8815.99,Tata Neu Infinity Credit Card,Millennia Credit Card
22665.47,5365.28,3907.04,6384.51,5651.93,1356.72,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
23651.09,4745.17,5793.26,5409.18,6283.61,1419.87,Cashback Credit Card,Cashback Credit Card
53574.62,5166.01,16951.26,15259.76,5496.59,10701.0,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
23121.36,1436.8,10256.63,181.35,1446.8,9799.78,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
29632.31,6034.08,7106.06,5938.72,7341.49,3211.97,Tata Neu Infinity Credit Card,Cashback Credit Card
10784.49,2804.22,2870.76,2320.56,2412.05,376.9,Tata Neu Infinity Credit Card,Diners Club Black
30529.06,7420.94,2588.92,3879.29,8038.51,8601.39,Tata Neu Infinity Credit Card,Millennia Credit Card
20567.27,8875.44,3767.52,7783.15,92.72,48.45,Tata Neu Infinity Credit Card,Cashback Credit Card
19288.06,2451.44,1205.74,8242.61,5630.7,1757.57,BPCL Octane Credit Card,Cashback Credit Card
40416.32,2977.75,99.0,18297.91,5174.3,13867.34,BPCL Octane Credit Card,Cashback Credit Card
26925.72,6088.03,7237.8,5141.43,7502.03,956.42,Cashback Credit Card,BPCL Octane Credit Card
